,date,id,nama,umur,id_produk,produk,brand,nilai_produk,jumlah_review,tempat_beli,jenis,kategori,tipe_kulit,waktu_pemakaian,penggunaan,kepuasan,rekomendasi,review
834,2022-01-17T05:17:22.000Z,980800,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/Cantikaputri20"">Cantikaputri20</a></p>]","[<p class=""profile-age"">25 - 29</p>]",7668,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/moisturizer/sun-protection-44/wardah/sun-block-spf-30?tab=reviews"">UV Shield Essential Sunscreen Gel SPF 30 PA+++</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/wardah?tab=products&amp;order=popular&amp;page=1"">Wardah</a></h3>]","[<span class=""rating-text"">3.2</span>]","[<span class=""rating-total"">(<!-- -->7716<!-- -->)</span>]",Guardian,Sun Protection,Moisturizer,"[<p class=""profile-description"">Combination, Medium Light, Neutral</p>]",Less than 1 week,n,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>Cantikaputri20 recommends this product!</b></p>]","Pemakaiannya harus lama bgt berbulan2 baru keliatan memudar, dari segi harga untuk segini yaa wajar lah ya harus agak lama pemakaiannya, bekas jerawatnya juga ga hilang2 banget, tapi lumayan calming hiperpigmentasinya """
835,2022-01-17T05:16:15.000Z,559000,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/salsabilaash"">salsabilaash</a></p>]","[<p class=""profile-age"">19 - 24</p>]",30868,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/blush-76/cream/jafra/jafra-long-wear-cream-blush?tab=reviews"">Long Wear Creme Blush</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/jafra?tab=products&amp;order=popular&amp;page=1"">Jafra</a></h3>]","[<span class=""rating-text"">4.7</span>]","[<span class=""rating-total"">(<!-- -->193<!-- -->)</span>]",Gift,Cream,Blush,"[<p class=""profile-description"">Combination, Medium Dark, Warm</p>]",More than 1 year,n,4,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>salsabilaash recommends this product!</b></p>]","Aku sukakk banget sama produk eye serum npure ini pokoknya recommended banget kantung mataku dan yg hitam hitam di kantung mataku sudah berkurang dan yang paling aku sukai tuh ada sensasi dinginnya pokoknya suka banget sama eye serum npure ini kalian wajib cobain juga fixxx"""
836,2022-01-17T05:16:08.000Z,860672,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/pennypurnama"">pennypurnama</a></p>]","[<p class=""profile-age"">25 - 29</p>]",78469,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/moisturizer/sun-protection-44/azarine-cosmetics/hydrashoothe-sunscreen-gel-spf45?tab=reviews"">Hydrasoothe Sunscreen Gel SPF 45+++</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/azarine-cosmetics?tab=products&amp;order=popular&amp;page=1"">Azarine Cosmetics</a></h3>]","[<span class=""rating-text"">4.8</span>]","[<span class=""rating-total"">(<!-- -->3742<!-- -->)</span>]",Instagram,Sun Protection,Moisturizer,"[<p class=""profile-description"">Dry, Medium, Neutral</p>]",3 months - 6 months,n,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>pennypurnama recommends this product!</b></p>]","Aku tuh suka banget coba-coba produk untuk alis, tapi sempat gak mau eksplor browcara karena aku pernah beli tapi gak sesuai selera aku (selera aku yang kayak mascara, bikin alis super jigrak, beberapa browcara yang aku coba lebih ke cair dan gak hold alis). Aku beli ini tanpa ekspektasi sih, cuma karena @puchh bilang bagus. Well, formulanya gak seperti selera aku, tapi aku suka banget! Browcara ini kayak ada \'lem\'nya gitu, jadi memang gak bikin alis crispy, tapi tetap bisa bikin jigrak karena \'lem\' itu. Hasilnya jadi lebih soft sih tapi gapapa, tetap bisa nahan bulu alis aku sampai 8 jam. Warna ebony ini pas banget buat rambut hitam, kayak cokelat yang gelap banget sampai jadi hampir hitam, tapi gak hitam. Aplikatornya super thin, aku yang alisnya tipis senang banget karena aplikatornya bisa menjangkau semua alis tanpa harus kena kulit dan yang paling penting, gak harus dilap tisu segala. Well, buat alis yang super tebal mungkin bisa gak suka sama aplikatornya karena harus berulang ulang pakainya. Aku berharap Somethinc bisa bikin yang isinya lebih banyak dari 3ml sih."""
837,2022-01-17T05:14:50.000Z,989143,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/putrinazira23"">putrinazira23</a></p>]","[<p class=""profile-age"">19 - 24</p>]",83693,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/treatment/serum-essence-23/azarine-cosmetics/revitalizingly-bright-depuff-eye-gel-1?tab=reviews"">Revitalizing Anti aging serum</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/azarine-cosmetics?tab=products&amp;order=popular&amp;page=1"">Azarine Cosmetics</a></h3>]","[<span class=""rating-text"">4.9</span>]","[<span class=""rating-total"">(<!-- -->789<!-- -->)</span>]",Brand website,Serum \\u0026 Essence,Treatment,"[<p class=""profile-description"">Oily, Dark, Neutral</p>]",Less than 1 week,y,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>putrinazira23 recommends this product!</b></p>]","Pertama-tama, aku suka banget sama wanginya. Ini lebih ke wangi jasmine tea atau thai tea rasa original gitu. Masker ini berbentuk bubuk yang agak susah larut dalam air sehingga mesti sabar ketika mengaduknya. Ketika diaplikasikan di kulit, tidak terasa sensasi apapun, bahkan ketika maskernya mulai mengering. Aku selalu menggunakan masker ini 2 kali seminggu tapi selalu aku selang-seling dengan varian lain dari Teddy Clubs. Efek yang terasa adalah kulit terasa bersih dan halus, dan jerawat di area rahang mengering."""
838,2022-01-17T05:14:36.000Z,203590,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/yunita2699"">yunita2699</a></p>]","[<p class=""profile-age"">19 - 24</p>]",3308,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/moisturizer-36/lotions/vaseline/healthy-white-uv-lightening?tab=reviews"">Healthy Bright UV Lightening Lotion </a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/vaseline?tab=products&amp;order=popular&amp;page=1"">Vaseline</a></h3>]","[<span class=""rating-text"">4.3</span>]","[<span class=""rating-total"">(<!-- -->1745<!-- -->)</span>]",Shopee,Lotion,Moisturizer,"[<p class=""profile-description"">Oily, Medium Light, Neutral</p>]",More than 1 year,n,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>yunita2699 recommends this product!</b></p>]","Jujur ya gak ekspek sama produk emina yg ini tapi pas aku coba malem nya eh paginya beruntusan aku langsung berkurang , dan selamin bisa jadi mask ini bisa jadi scrub juga , kulit aku yg tadinya beruntusan kemerhaan sekarang sudah membaik \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f"""
839,2022-01-17T05:14:10.000Z,860672,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/pennypurnama"">pennypurnama</a></p>]","[<p class=""profile-age"">25 - 29</p>]",31592,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/moisturizer/day-cream/imju-naturie/hatomugi-skin-conditioning-gel-1?tab=reviews"">Hatomugi Skin Conditioning Gel</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/imju-naturie?tab=products&amp;order=popular&amp;page=1"">Imju Naturie</a></h3>]","[<span class=""rating-text"">4.1</span>]","[<span class=""rating-total"">(<!-- -->325<!-- -->)</span>]",Instagram,Day Cream,Moisturizer,"[<p class=""profile-description"">Dry, Medium, Neutral</p>]",3 months - 6 months,y,4,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>pennypurnama recommends this product!</b></p>]","acne serum nya scarlett ini must try disaat berjerawat, karena cepat banget bikin jerawat kering.. selain itu anti inflamasi juga jadi enak banget pas berjerawat pakai serum ini \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d"""
840,2022-01-17T05:13:15.000Z,12534,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/ernykurnia14"">ernykurnia14</a></p>]","[<p class=""profile-age"">25 - 29</p>]",89460,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/moisturizer/night-cream-16/avoskin/your-skin-bae-glow-concentrate-treatment-1?tab=reviews"">Your Skin Bae Glow Concentrate Treatment</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/avoskin?tab=products&amp;order=popular&amp;page=1"">AVOSKIN</a></h3>]","[<span class=""rating-text"">4.5</span>]","[<span class=""rating-total"">(<!-- -->2<!-- -->)</span>]",Brand website,Night Cream,Moisturizer,"[<p class=""profile-description"">Combination, Medium, Warm</p>]",1 month - 3 months,n,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>ernykurnia14 recommends this product!</b></p>]","setelah muka aku mendingan dari jerawat2 yang membandel, aku beralih ke exfoliator ini dengan kandungan yang lebih mild, sebelumnya aku pake yang power BHA cosrx. ini oke banget sih untuk exfo rutin, ada dua jenis tekstur kapasnya jadi physical exfoliant juga selain chemical. selama hamil cuma exfo pake ini dan masker2 light aja dan aman banget ga ada reaksi sensitif atau kemerahan yang ekstrim. bakalan pindah ke pad ini aja sih untuk exfoliasi"""
841,2022-01-17T05:12:36.000Z,986503,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/diarti"">diarti</a></p>]","[<p class=""profile-age"">30 - 34</p>]",75232,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/treatment/serum-essence-23/loreal-paris/revitalift-15-hyaluronic-acid-serum-58?tab=reviews"">Revitalift 1.5% Hyaluronic Acid Serum</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/loreal-paris?tab=products&amp;order=popular&amp;page=1"">L'Oreal Paris</a></h3>]","[<span class=""rating-text"">4.8</span>]","[<span class=""rating-total"">(<!-- -->1208<!-- -->)</span>]",Shopee,Serum \\u0026 Essence,Treatment,"[<p class=""profile-description"">Normal, Medium, Warm</p>]",1 month - 3 months,y,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>diarti recommends this product!</b></p>]","Teksturnya lotion agak cair, gampang banget diratain. Ngga ada white case cuman dia berminyak banget diwajahku yg kering. Jadi kaya pake minyak diwajah, kalau pas pake biasanya aku seka pake tisu biar ngga keliatan berminyak. Selain itu dijuga berat dimuka, kaya berasa sumuk gitu wajahnya, kalau pas kena mata juga perih. Untuk harga yang lumayan mahal, ngga worth it sih. Rasanya kaya sunscreen lokal yang harga 20 ribuan. Punten yaa, jujur jujuran aja review nya meskipun dpt gratis dari FD. \xf0\x9f\x98\x81"""
842,2022-01-17T05:11:25.000Z,860672,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/pennypurnama"">pennypurnama</a></p>]","[<p class=""profile-age"">25 - 29</p>]",14654,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/cleanser/toner/imju-naturie/skin-conditioner-90?tab=reviews"">Hatomugi Skin Conditioner</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/imju-naturie?tab=products&amp;order=popular&amp;page=1"">Imju Naturie</a></h3>]","[<span class=""rating-text"">4.3</span>]","[<span class=""rating-total"">(<!-- -->3128<!-- -->)</span>]",Instagram,Toner,Cleanser,"[<p class=""profile-description"">Dry, Medium, Neutral</p>]",3 months - 6 months,y,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>pennypurnama recommends this product!</b></p>]","Pertama pake ini karena coba-coba haha tp Malah berujung jatuh cinta. dipake nya gampang packaging nya praktis dan aplikator nya juara!! yang aku suka dari Npure Mariegold Eye Serum ini dia cepet meresap dan setelah pemakaian 1 minggu mulai terlihat hasilnya. bahkan bukan sekedar garis halus di sekitar mataku yang mulai memudar. tapi mata panda ku juga mulai ilang."""
843,2022-01-17T05:10:51.000Z,989051,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/stefaniferdiana"">stefaniferdiana</a></p>]","[<p class=""profile-age"">19 - 24</p>]",73806,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/makeup-remover/face-62/ponds/white-beauty-micellar-water?tab=reviews"">Vitamin Micellar Water</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/ponds?tab=products&amp;order=popular&amp;page=1"">Pond's</a></h3>]","[<span class=""rating-text"">4.8</span>]","[<span class=""rating-total"">(<!-- -->8033<!-- -->)</span>]",Indomaret,Face,Makeup Remover,"[<p class=""profile-description"">Combination, Medium, Warm</p>]",1 month - 3 months,y,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>stefaniferdiana recommends this product!</b></p>]","suka sekali sama warna foundation ini, tahan hingga 24jam, ada kandungan spf pa 25++++ Full Coverage Velvet Skin: Soft Light-diffusing Powder menutupi ketidaksempurnaan pada kulit dan dapat mengontrol kelebihan sebum tanpa membuat kulit terasa kering dengan hasil velvet-matte."""
844,2022-01-17T05:09:01.000Z,860672,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/pennypurnama"">pennypurnama</a></p>]","[<p class=""profile-age"">25 - 29</p>]",81018,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/moisturizer/day-cream/whitelab/acne-cream-13?tab=reviews"">Acne Cream</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/whitelab?tab=products&amp;order=popular&amp;page=1"">Whitelab</a></h3>]","[<span class=""rating-text"">4.9</span>]","[<span class=""rating-total"">(<!-- -->1057<!-- -->)</span>]",FD Try and Review,Day Cream,Moisturizer,"[<p class=""profile-description"">Dry, Medium, Neutral</p>]",1 month - 3 months,y,4,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>pennypurnama recommends this product!</b></p>]","suka banget sama produk ini soalnya ngefek banget di akuuu bikin kulit aku jadi kenyal, lembab, dan cerah maksimallllll.. dan teksturnya itu.. mudah banget menyerap di kulit.. jadi gak bikin lengket di muka.. malah bikin seger di muka\xf0\x9f\xa5\xb0 rekomennn"""
845,2022-01-17T05:08:18.000Z,747538,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/natnownatlater"">natnownatlater</a></p>]","[<p class=""profile-age"">19 - 24</p>]",72954,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/face/tinted-moisturizer/joylab/skintone-moisture-tint?tab=reviews"">Skintone Moisture Tint</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/joylab?tab=products&amp;order=popular&amp;page=1"">Joylab </a></h3>]","[<span class=""rating-text"">4.6</span>]","[<span class=""rating-total"">(<!-- -->39<!-- -->)</span>]",Shopee,Tinted Moisturizer,Face,"[<p class=""profile-description"">Combination, Medium Light, Neutral</p>]",Less than 1 week,y,4,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>natnownatlater recommends this product!</b></p>]","emang bagus banget lulur satu ini !!! rekomen sekali dan harganya juga sangat terjangkau. aku selalu beli produknya di shopee sampai ga tau udah berap x order saking seringnya beli . scrubnya enak , halus dan buat kulit jadi lebih cerah . btw thnks roro mendut telh menyelamatkan ku dari kekusaman kulit ini wkwk\\n"""
846,2022-01-17T05:07:50.000Z,492677,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/Sylviakd"">Sylviakd</a></p>]","[<p class=""profile-age"">19 - 24</p>]",843,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/treatment/serum-essence-23/benton/snail-bee-high-content-essence?tab=reviews"">Snail Bee High Content Essence</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/benton?tab=products&amp;order=popular&amp;page=1"">Benton</a></h3>]","[<span class=""rating-text"">4</span>]","[<span class=""rating-total"">(<!-- -->2098<!-- -->)</span>]",PR Package,Serum \\u0026 Essence,Treatment,"[<p class=""profile-description"">Dry, Medium Dark, Warm</p>]",1 month - 3 months,y,4,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>Sylviakd recommends this product!</b></p>]","toner ginger6 ini tekstunya watery, tapi lebih pekat dari air, dengan warna kekuningan, meskipun menggunakan ekstrak air jahe, tapi tidak ada sama sekali bau jahe nya malah seperti bungabungaan mungkin, dengan tekstur yg seringan ini untuk efek hidratingnya menurutku ini lembab banget, tapi sehabis di aplikasikan ada sedikit seperti nyisain minyak di kulit tapi tidak bikin lengket, tapi kalo ak gunaiin ini terlalu banyak malah bikin jerawatan, dan ini 1 botol bisa bertahan 2-3 bulan untuk penggunaan di malah hari aja, jadi ini buat kalian yg nyari hidrating toner yg ringan tapi lembabnya oke, cobain aja."""
